RecordID,Season,Team,Conference,Overall Seed,Bid Type,NET Rank,PrevNET,AvgOppNETRank,AvgOppNET,WL,Conf.Record,Non-ConferenceRecord,RoadWL,NETSOS,NETNonConfSOS,Quadrant1,Quadrant2,Quadrant3,Quadrant4
2022-23-Tulane,2022-23,Tulane,The American,,,105,105,119,160,20-11,13-7,4-Jul,4-May,106,350,5-Feb,Apr-00,5-May,1-Sep
2022-23-IllinoisSt.,2022-23,Illinois St.,MVC,,,281,281,223,203,21-Nov,15-Jun,6-May,9-Mar,282,360,0-2,0-4,6-Apr,9-Jul
2022-23-UMassLowell,2022-23,UMass Lowell,America East,,,119,119,351,262,24-8,13-6,2-Nov,8-Sep,353,351,0-1,0-2,May-00,19-5
2022-23-Auburn,2022-23,Auburn,SEC,35,AL,32,32,14,93,20-12,9-Oct,3-Oct,8-Apr,18,79,10-Mar,1-Jun,1-Aug,Mar-00
2022-23-Nevada,2022-23,Nevada,Mountain West,46,AL,37,37,31,103,21-10,7-Dec,3-Sep,7-Jun,71,132,5-Apr,3-Mar,2-Nov,Mar-00
2022-23-UtahTech,2022-23,Utah Tech,WAC,,,156,156,116,158,19-Nov,14-Jun,5-May,13-Mar,114,49,0-4,0-5,7-May,3-Jun
2022-23-NorfolkSt.,2022-23,Norfolk St.,MEAC,,,181,181,330,246,18-11,6-Nov,5-Jul,8-Jun,238,55,0-4,0-0,3-Feb,16-4
2022-23-Longwood,2022-23,Longwood,Big South,,,166,166,333,247,18-12,7-Dec,5-Jun,8-Aug,335,270,0-1,0-1,5-Feb,16-5
2022-23-ETSU,2022-23,ETSU,SoCon,,,266,266,253,211,20-Oct,11-Aug,9-Feb,9-Apr,308,342,0-0,0-3,9-Mar,8-Jul
2022-23-OldDominion,2022-23,Old Dominion,Sun Belt,,,153,153,144,174,18-12,8-Nov,4-Jul,5-Jun,192,249,0-1,4-Feb,4-Jul,3-Sep
2022-23-EastTexasA&M,2022-23,East Texas A&M,Southland,,,303,303,343,256,20-Dec,10-Sep,10-Mar,13-Jul,337,208,0-1,Jan-00,7-Mar,12-Aug
2022-23-Navy,2022-23,Navy,Patriot,,,173,173,316,238,17-13,8-Nov,5-Jun,7-Sep,315,192,0-2,1-Jan,2-Feb,14-8
2022-23-Clemson,2022-23,Clemson,ACC,,,60,60,108,150,23-10,15-7,3-Aug,6-May,102,333,4-Apr,2-Mar,2-Jul,2-Sep
2022-23-WichitaSt.,2022-23,Wichita St.,The American,,,112,111,109,151,17-15,10-Oct,5-Jul,4-Jul,99,196,0-7,3-Feb,3-Jun,2-Sep
2022-23-FresnoSt.,2022-23,Fresno St.,Mountain West,,,146,145,65,116,20-Oct,13-Jun,7-Apr,9-Apr,76,186,0-7,5-Mar,7-Mar,1-Apr
2022-23-Texas,2022-23,Texas,Big 12,6,AQ,7,7,8,82,26-8,15-6,2-Nov,6-Apr,6,124,14-8,Apr-00,Jan-00,Jul-00
2022-23-Nicholls,2022-23,Nicholls,Southland,,,263,263,312,237,15-Dec,8-Nov,7-Jan,12-Apr,199,2,0-4,0-2,0-3,6-Dec
2022-23-WesternIll.,2022-23,Western Ill.,Summit League,,,245,245,290,227,13-14,10-Sep,4-Apr,9-May,305,307,0-2,0-1,6-Jan,5-Dec
2022-23-SaintMary's(CA),2022-23,Saint Mary's (CA),WCC,19,AL,11,11,45,109,25-7,15-3,4-Oct,2-Jun,77,84,3-Feb,2-Jul,2-Nov,May-00
2022-23-BostonCollege,2022-23,Boston College,ACC,,,168,168,90,136,16-17,12-Oct,5-Jun,7-Apr,95,321,7-Jan,4-Mar,3-Jun,3-Jun
2022-23-GrandCanyon,2022-23,Grand Canyon,WAC,57,AQ,104,104,114,155,21-11,14-7,4-Jul,5-May,157,216,2-Jan,1-Feb,7-Aug,1-Oct
2022-23-Toledo,2022-23,Toledo,MAC,,,82,82,236,206,26-7,18-3,4-Aug,3-Oct,262,250,0-1,2-Mar,3-Aug,15-1
2022-23-UTSA,2022-23,UTSA,CUSA,,,288,288,116,158,22-Aug,17-Apr,5-Apr,11-Feb,117,273,0-5,0-5,4-Apr,8-Apr
2022-23-ArmyWestPoint,2022-23,Army West Point,Patriot,,,248,249,347,257,15-16,9-Nov,7-Apr,8-Jul,356,361,0-0,0-2,4-Jan,14-10
2022-23-Bryant,2022-23,Bryant,America East,,,182,182,272,219,15-13,9-Aug,4-Jul,8-Jul,261,136,0-3,2-Jan,3-Feb,5-Dec
2022-23-NotreDame,2022-23,Notre Dame,ACC,,,186,186,87,133,21-Nov,18-Mar,3-Aug,0-10,101,308,0-6,5-Feb,8-Feb,2-Jul
2022-23-Niagara,2022-23,Niagara,MAAC,,,246,247,290,227,15-15,11-Nov,4-Apr,10-Apr,291,255,0-2,0-3,1-Mar,9-Dec
2022-23-Gardner-Webb,2022-23,Gardner-Webb,Big South,,,198,198,277,220,13-16,9-Oct,7-Mar,10-Jun,304,191,0-1,0-1,8-Feb,6-Nov
2022-23-IndianaSt.,2022-23,Indiana St.,MVC,,,93,93,253,211,21-12,15-8,4-Jun,6-Jul,288,356,0-1,4-Feb,4-May,14-3
2022-23-Cincinnati,2022-23,Cincinnati,The American,,,70,70,95,139,20-12,8-Dec,4-Aug,6-Apr,89,236,7-Jan,3-Feb,2-Jun,Nov-00
2022-23-StonyBrook,2022-23,Stony Brook,CAA,,,327,327,267,217,22-Sep,13-Jul,9-Feb,13-Mar,226,164,0-3,0-3,0-9,7-Sep
2022-23-Stanford,2022-23,Stanford,Pac-12,,,97,97,73,122,14-19,14-Aug,5-Jun,8-Feb,53,140,11-Jan,5-Mar,2-Feb,1-Aug
2022-23-UNCW,2022-23,UNCW,CAA,,,144,144,244,208,22-10,14-7,3-Aug,6-Aug,153,67,4-Jan,3-Jan,2-May,15-1
2022-23-UAlbany,2022-23,UAlbany,America East,,,342,342,270,218,23-Jun,13-Mar,10-Mar,16-Jan,241,163,0-3,0-3,6-Jan,11-May
2022-23-St.John's(NY),2022-23,St. John's (NY),Big East,,,98,98,74,125,18-15,14-Aug,1-Oct,8-Mar,69,320,11-Jan,3-Jan,1-Jun,Oct-00
2022-23-St.Bonaventure,2022-23,St. Bonaventure,Atlantic 10,,,199,199,152,178,14-18,11-Aug,7-Jun,11-Feb,250,334,Jan-00,0-4,8-Jul,6-Jun
2022-23-Colorado,2022-23,Colorado,Pac-12,,,69,69,41,107,17-16,13-Sep,3-Aug,9-Feb,50,94,7-Mar,4-Apr,3-Jun,2-Apr
2022-23-KansasSt.,2022-23,Kansas St.,Big 12,11,AL,24,23,18,95,23-9,8-Nov,1-Dec,7-Apr,16,310,8-Sep,1-Apr,Mar-00,Jul-00
2022-23-NorthTexas,2022-23,North Texas,CUSA,,,38,38,112,154,24-7,17-5,2-Jul,3-Sep,126,178,3-Jan,2-Mar,1-Nov,1-Sep
2022-23-Davidson,2022-23,Davidson,Atlantic 10,,,145,146,119,160,15-16,11-Sep,5-Jun,6-Jun,132,200,0-3,4-Feb,7-Jun,2-Jul
2022-23-YoungstownSt.,2022-23,Youngstown St.,Horizon,,,123,123,312,237,22-9,16-6,3-Jun,6-Sep,355,353,0-0,0-0,7-Apr,18-2
2022-23-Oklahoma,2022-23,Oklahoma,Big 12,,,68,68,2,70,15-17,14-May,3-Oct,8-Feb,3,76,14-Jun,3-Mar,Mar-00,Mar-00
2022-23-Maine,2022-23,Maine,America East,,,275,275,267,217,17-Nov,10-Jul,7-Apr,12-May,258,188,0-1,0-6,5-Feb,5-Sep
2022-23-SacramentoSt.,2022-23,Sacramento St.,Big Sky,,,224,223,181,189,18-Dec,12-Jul,6-May,10-May,225,125,0-1,0-4,10-Jan,3-Nov
2022-23-HighPoint,2022-23,High Point,Big South,,,290,290,293,228,17-Dec,13-Jun,4-Jun,11-Feb,336,291,0-0,1-Jan,0-8,8-Nov
2022-23-SanDiego,2022-23,San Diego,WCC,,,230,230,103,145,20-Sep,13-Apr,7-May,8-Mar,108,280,0-5,2-Jan,8-Mar,5-May
2022-23-Syracuse,2022-23,Syracuse,ACC,,,126,126,98,140,17-15,11-Oct,4-Jul,6-May,103,313,0-7,5-Jan,1-Aug,2-Aug
2022-23-UCDavis,2022-23,UC Davis,Big West,,,147,147,207,196,16-14,9-Nov,5-May,9-May,230,202,0-1,0-5,7-Feb,14-1
2022-23-Queens(NC),2022-23,Queens (NC),ASUN,,,204,204,240,207,15-15,12-Aug,3-Jul,10-Jul,260,315,0-1,3-Jan,7-Mar,4-Nov
2022-23-SouthernMiss.,2022-23,Southern Miss.,Sun Belt,,,87,87,179,188,22-7,14-5,2-Aug,6-Aug,176,213,Jan-00,4-Feb,3-May,14-0
2022-23-SaintPeter's,2022-23,Saint Peter's,MAAC,,,306,308,309,235,13-18,14-Sep,4-Apr,11-Apr,307,245,0-2,0-2,0-4,13-10
2022-23-N.C.A&T,2022-23,N.C. A&T,CAA,,,318,318,260,215,19-Oct,11-Aug,8-Feb,10-Apr,194,47,0-3,2-Jan,8-Jan,6-Aug
2022-23-Tulsa,2022-23,Tulsa,The American,,,324,324,103,145,25-May,18-Jan,7-Apr,0-12,98,253,0-6,0-6,9-Jan,4-Apr
2022-23-CentralArk.,2022-23,Central Ark.,ASUN,,,330,330,212,198,22-Aug,14-Apr,8-Apr,13-Feb,198,169,0-4,0-2,5-Feb,11-Jun
2022-23-SouthernU.,2022-23,Southern U.,SWAC,,,276,276,335,250,13-17,8-Nov,9-Feb,12-May,245,13,0-4,0-2,0-2,13-9
2022-23-WesternKy.,2022-23,Western Ky.,CUSA,,,177,177,128,164,15-16,13-Sep,3-Jun,9-May,124,344,4-Jan,0-4,6-May,2-Sep
2022-23-AlabamaSt.,2022-23,Alabama St.,SWAC,,,346,346,321,242,23-Jul,12-Jun,11-Jan,18-Feb,242,22,0-4,0-3,0-4,12-Jul
2022-23-Radford,2022-23,Radford,Big South,,,184,184,286,225,17-14,13-7,7-Apr,10-Jul,278,119,0-3,0-0,5-Feb,15-6
2022-23-SouthernInd.,2022-23,Southern Ind.,OVC,,,257,257,336,251,13-16,10-Sep,6-Apr,11-May,352,274,0-1,0-0,4-Mar,11-Oct
2022-23-Duquesne,2022-23,Duquesne,Atlantic 10,,,130,130,148,175,20-12,9-Oct,3-Oct,7-Mar,248,301,0-1,3-Jan,6-Aug,2-Nov
2022-23-Iowa,2022-23,Iowa,Big Ten,32,AL,39,39,26,98,19-13,10-Nov,3-Aug,7-Apr,23,126,7-Apr,3-Sep,2-Jan,1-May
2022-23-Marquette,2022-23,Marquette,Big East,8,AQ,12,12,50,111,28-6,20-3,3-Aug,4-Sep,45,153,5-Aug,Jun-00,1-Jun,Aug-00
2022-23-NorthFlorida,2022-23,North Florida,ASUN,,,238,237,195,193,17-Dec,10-Sep,7-Mar,14-Mar,136,12,0-4,0-4,3-Apr,6-Aug
2022-23-TexasSt.,2022-23,Texas St.,Sun Belt,,,194,195,152,178,14-18,13-Sep,5-May,7-Jul,175,288,0-1,5-Mar,8-Feb,4-Sep
2022-23-SouthernUtah,2022-23,Southern Utah,WAC,,,113,112,100,144,18-12,14-7,5-Apr,8-May,115,62,0-5,Mar-00,7-Jul,Aug-00
2022-23-Grambling,2022-23,Grambling,SWAC,,,180,180,356,268,22-9,17-4,5-May,6-Sep,327,61,0-2,2-Feb,0-0,20-5
2022-23-GeorgiaSt.,2022-23,Georgia St.,Sun Belt,,,291,291,152,178,21-Jul,16-Mar,5-Apr,0-11,237,323,0-1,0-3,10-Feb,7-May
2022-23-Wofford,2022-23,Wofford,SoCon,,,226,225,223,203,14-16,11-Sep,5-May,11-Apr,219,141,1-Jan,0-3,7-Apr,5-Sep
2022-23-Belmont,2022-23,Belmont,MVC,,,118,118,167,184,20-11,14-7,4-Jun,7-Jul,216,263,1-Jan,4-Jan,5-Jul,1-Nov
2022-23-Elon,2022-23,Elon,CAA,,,335,335,277,220,24-Jun,13-Jun,0-11,12-Mar,277,244,0-3,0-1,0-8,12-Jun
2022-23-Evansville,2022-23,Evansville,MVC,,,350,350,167,184,27-May,20-Jan,7-Apr,14-Jan,200,264,0-2,0-6,0-10,9-May
2022-23-Canisius,2022-23,Canisius,MAAC,,,262,261,244,208,20-Sep,13-Aug,7-Jan,12-Mar,268,121,0-2,0-3,5-Jan,10-Aug
2022-23-CentralMich.,2022-23,Central Mich.,MAC,,,329,329,240,207,21-Aug,13-May,8-Mar,12-Mar,224,201,2-Jan,0-2,0-9,8-Jul
2022-23-EasternKy.,2022-23,Eastern Ky.,ASUN,,,165,165,164,183,17-13,13-7,6-Apr,10-May,149,106,0-4,2-Jan,3-Jun,4-Oct
2022-23-Winthrop,2022-23,Winthrop,Big South,,,254,254,249,209,13-17,9-Oct,8-Mar,11-Apr,253,102,0-2,0-3,6-Apr,6-Sep
2022-23-PortlandSt.,2022-23,Portland St.,Big Sky,,,249,248,167,184,19-Oct,12-Jun,7-Apr,9-May,191,86,0-2,0-3,8-Apr,6-Jun
2022-23-SouthDakotaSt.,2022-23,South Dakota St.,Summit League,,,155,155,209,197,18-13,14-6,7-Apr,9-Jun,139,10,4-Jan,0-3,4-Feb,15-2
2022-23-UTArlington,2022-23,UT Arlington,WAC,,,251,250,99,143,21-Aug,13-Jun,8-Feb,9-Apr,125,129,0-3,4-Feb,11-Apr,3-Feb
2022-23-UCLA,2022-23,UCLA,Pac-12,5,AL,3,3,30,102,29-5,20-3,2-Sep,2-Sep,46,114,5-Aug,Sep-00,May-00,Jul-00
2022-23-Charlotte,2022-23,Charlotte,CUSA,,,116,115,151,177,18-14,12-Sep,2-Sep,8-May,141,339,4-Jan,2-Jan,4-May,4-Nov
2022-23-NorthwesternSt.,2022-23,Northwestern St.,Southland,,,203,202,338,252,21-11,14-6,5-Jul,7-Oct,283,58,3-Jan,0-0,3-Feb,18-5
2022-23-Georgetown,2022-23,Georgetown,Big East,,,243,243,54,112,25-Jul,19-Feb,6-May,11-Jan,51,290,0-11,7-Jan,0-5,2-Jun
2022-23-UTMartin,2022-23,UT Martin,OVC,,,250,251,343,256,15-14,9-Nov,5-Apr,11-Apr,351,241,0-1,0-2,0-3,15-8
2022-23-CalSt.Fullerton,2022-23,Cal St. Fullerton,Big West,,,121,121,136,172,18-13,14-7,6-Apr,8-Jul,151,123,0-2,2-Mar,6-Jul,3-Aug
2022-23-Valparaiso,2022-23,Valparaiso,MVC,,,289,289,204,195,21-Oct,16-May,5-May,12-Feb,186,279,0-2,6-Jan,0-8,5-Sep
2022-23-SMU,2022-23,SMU,The American,,,209,209,79,128,22-Oct,14-May,8-May,11-Jan,68,51,8-Jan,8-Jan,5-Feb,1-Jun
2022-23-California,2022-23,California,Pac-12,,,313,313,31,103,29-Mar,19-Feb,10-Jan,0-12,58,168,0-9,10-Jan,6-Jan,4-Jan
2022-23-EasternWash.,2022-23,Eastern Wash.,Big Sky,,,128,128,223,203,21-10,16-3,7-May,6-Sep,266,175,0-1,4-Jan,3-Jun,14-2
2022-23-Villanova,2022-23,Villanova,Big East,,,75,76,37,105,17-16,11-Nov,5-Jun,8-May,40,105,11-Feb,3-Mar,2-Jun,Jun-00
2022-23-UIW,2022-23,UIW,Southland,,,345,345,352,263,19-Sep,12-Jun,7-Mar,12-Mar,349,247,0-1,0-1,4-Jan,13-Aug
2022-23-Indiana,2022-23,Indiana,Big Ten,15,AL,30,30,18,95,22-11,13-9,2-Sep,7-May,12,104,9-Jun,2-Jun,Apr-00,Jun-00
2022-23-SantaClara,2022-23,Santa Clara,WCC,,,84,84,83,131,22-9,6-Nov,3-Nov,3-Jun,97,194,5-Jan,1-Mar,2-Nov,1-Jul
2022-23-FDU,2022-23,FDU,NEC,68,AQ,301,301,363,300,17-15,7-Dec,8-May,9-Aug,363,343,0-1,0-0,2-Jan,16-12
2022-23-SanFrancisco,2022-23,San Francisco,WCC,,,108,108,106,146,19-14,10-Sep,4-Oct,6-May,88,226,0-6,3-Apr,3-Jun,2-Sep
2022-23-ULM,2022-23,ULM,Sun Belt,,,296,295,136,172,21-Aug,12-Jul,9-Jan,10-Apr,127,118,0-2,7-Jan,6-Feb,6-May
2022-23-NorthernColo.,2022-23,Northern Colo.,Big Sky,,,235,235,163,182,19-Dec,13-Jul,6-May,12-Mar,146,27,0-4,2-Jan,0-9,4-Nov
2022-23-Fordham,2022-23,Fordham,Atlantic 10,,,134,134,232,205,25-8,13-7,1-Dec,5-Jun,273,349,0-2,1-Feb,4-Jun,17-1
2022-23-N.C.Central,2022-23,N.C. Central,MEAC,,,185,185,293,228,14-12,5-Nov,7-Mar,10-Apr,254,50,0-3,0-0,7-Feb,2-Dec
2022-23-Louisville,2022-23,Louisville,ACC,,,315,315,61,114,28-Apr,19-Feb,9-Feb,0-11,74,111,0-9,6-Jan,0-9,4-Mar
2022-23-NCState,2022-23,NC State,ACC,41,AL,45,45,83,131,23-10,13-9,1-Oct,6-Apr,78,246,6-Jan,4-Jul,May-00,Oct-00
2022-23-NJIT,2022-23,NJIT,America East,,,334,334,302,231,23-Jun,13-Apr,10-Feb,15-Feb,318,335,0-1,0-3,0-7,12-Jun
2022-23-ArizonaSt.,2022-23,Arizona St.,Pac-12,45,AL,66,66,59,113,22-12,13-10,2-Sep,6-Jul,55,183,6-May,5-Apr,May-00,1-Aug
2022-23-CSUBakersfield,2022-23,CSU Bakersfield,Big West,,,297,297,174,186,22-Sep,15-Jul,7-Feb,12-Mar,227,259,0-0,0-7,10-Feb,5-Jul
2022-23-Hofstra,2022-23,Hofstra,CAA,,,86,86,236,206,23-9,17-3,6-Jun,5-Oct,178,28,2-Jan,1-Mar,4-May,14-2
2022-23-WeberSt.,2022-23,Weber St.,Big Sky,,,187,187,177,187,16-15,13-7,8-Mar,8-Aug,217,108,Jan-00,0-5,8-Apr,2-Nov
2022-23-UCF,2022-23,UCF,The American,,,71,72,89,134,18-14,11-Sep,3-Sep,6-Apr,96,205,6-Feb,4-Mar,4-Apr,Sep-00
2022-23-SouthFla.,2022-23,South Fla.,The American,,,160,160,130,167,14-18,12-Jul,6-Jul,7-Apr,120,312,5-Jan,4-Jan,6-Apr,3-Aug
2022-23-Fla.Atlantic,2022-23,Fla. Atlantic,CUSA,33,AQ,13,13,124,162,29-3,21-2,1-Aug,3-Nov,152,294,1-Feb,2-Apr,Nov-00,Dec-00
2022-23-OralRoberts,2022-23,Oral Roberts,Summit League,48,AQ,36,36,262,216,26-4,21-0,4-May,4-Nov,202,6,0-4,Jan-00,Jun-00,19-0
2022-23-BoiseSt.,2022-23,Boise St.,Mountain West,37,AL,29,27,45,109,23-9,14-6,3-Sep,6-Jun,60,135,5-Mar,2-Sep,2-Jun,May-00
2022-23-ClevelandSt.,2022-23,Cleveland St.,Horizon,,,171,171,282,223,20-12,16-7,5-Apr,9-Jul,312,204,0-1,0-4,5-Apr,16-2
2022-23-SeattleU,2022-23,Seattle U,WAC,,,143,142,125,163,18-12,8-Nov,4-Jul,7-Jul,147,215,2-Jan,3-Jan,6-May,1-Nov
2022-23-NorthAla.,2022-23,North Ala.,ASUN,,,239,239,244,208,15-14,9-Oct,5-May,10-Aug,209,142,0-3,1-Jan,7-Apr,3-Oct
2022-23-LSU,2022-23,LSU,SEC,,,151,151,70,118,14-19,17-Mar,2-Nov,0-9,52,327,11-Jan,6-Jan,1-Mar,1-Sep
2022-23-WesternCaro.,2022-23,Western Caro.,SoCon,,,229,229,257,214,15-15,9-Nov,6-Apr,9-Jun,269,265,0-1,0-3,7-Mar,4-Dec
2022-23-OregonSt.,2022-23,Oregon St.,Pac-12,,,222,221,76,126,21-Oct,16-May,5-May,10-Jan,59,206,0-10,7-Feb,2-Feb,2-Jun
2022-23-Cornell,2022-23,Cornell,Ivy League,,,132,132,204,195,15-11,8-Jul,3-Aug,8-Jun,183,267,0-2,3-Feb,6-Feb,Nov-00
2022-23-UMBC,2022-23,UMBC,America East,,,240,240,330,246,17-14,9-Aug,5-Sep,10-May,334,319,0-1,0-4,3-Jan,16-6
2022-23-OhioSt.,2022-23,Ohio St.,Big Ten,,,52,52,12,91,16-19,16-Aug,3-Aug,10-Jan,9,120,13-Mar,4-Jul,0-1,1-Jun
2022-23-NorthDakota,2022-23,North Dakota,Summit League,,,273,273,232,205,20-Nov,13-Jul,7-Apr,11-Apr,228,184,0-4,0-1,7-Feb,8-Sep
2022-23-UCIrvine,2022-23,UC Irvine,Big West,,,96,96,174,186,21-11,16-6,5-May,6-Sep,195,113,1-Jan,3-Jan,6-Aug,1-Nov
2022-23-PrairieView,2022-23,Prairie View,SWAC,,,278,278,329,245,19-Nov,10-Sep,9-Feb,14-Apr,276,40,0-4,Jan-00,0-3,12-Oct
2022-23-GeorgiaTech,2022-23,Georgia Tech,ACC,,,179,178,93,138,13-18,15-Jul,3-Jun,9-Mar,91,182,0-8,6-Feb,3-Mar,1-Aug
2022-23-Massachusetts,2022-23,Massachusetts,Atlantic 10,,,205,206,136,172,15-16,13-Jun,3-Sep,8-Mar,193,232,0-2,2-Feb,10-Jun,2-Jul
2022-23-OleMiss,2022-23,Ole Miss,SEC,,,124,124,37,105,21-Dec,16-Apr,5-Aug,9-Feb,39,128,12-Jan,6-Jan,1-Apr,2-Jun
2022-23-Missouri,2022-23,Missouri,SEC,27,AL,42,42,61,114,24-9,8-Dec,1-Dec,5-May,35,211,9-Jun,Apr-00,Jun-00,Aug-00
2022-23-WakeForest,2022-23,Wake Forest,ACC,,,90,90,79,128,19-14,11-Nov,3-Aug,8-Apr,84,237,9-Jan,2-Apr,2-May,1-Sep
2022-23-ArkansasSt.,2022-23,Arkansas St.,Sun Belt,,,283,283,218,201,20-Oct,15-May,5-May,11-Feb,265,357,0-0,0-4,12-Jan,4-Sep
2022-23-Ga.Southern,2022-23,Ga. Southern,Sun Belt,,,207,207,187,191,14-16,10-Oct,6-Apr,11-Mar,205,293,0-0,0-7,5-Apr,4-Oct
2022-23-UCRiverside,2022-23,UC Riverside,Big West,,,137,137,152,178,21-12,15-7,5-Jun,7-Sep,155,98,0-3,3-Mar,4-Jul,2-Nov
2022-23-Virginia,2022-23,Virginia,ACC,16,AL,27,26,76,126,25-7,17-6,1-Aug,5-Jun,72,42,5-May,1-Jun,1-May,Sep-00
2022-23-LamarUniversity,2022-23,Lamar University,Southland,,,356,356,343,256,22-Jun,13-May,9-Jan,12-Feb,346,239,0-1,0-1,0-4,16-Jun
2022-23-MissouriSt.,2022-23,Missouri St.,MVC,,,142,141,144,174,16-15,13-9,6-Mar,8-May,134,90,3-Jan,4-Feb,5-Apr,3-Sep
2022-23-RobertMorris,2022-23,Robert Morris,Horizon,,,247,246,283,224,14-17,11-Nov,6-Mar,10-May,301,209,0-1,0-2,8-Mar,6-Nov
2022-23-Manhattan,2022-23,Manhattan,MAAC,,,302,302,302,231,18-Nov,11-Oct,7-Jan,7-Jun,302,251,0-3,0-1,1-Feb,13-Sep
2022-23-Purdue,2022-23,Purdue,Big Ten,4,AQ,5,5,16,94,29-5,18-5,Nov-00,3-Aug,20,81,4-Oct,1-Sep,May-00,May-00
2022-23-Houston,2022-23,Houston,The American,2,AL,1,1,93,138,31-3,19-2,1-Dec,Nov-00,92,74,2-Jul,Aug-00,1-Jul,Sep-00
2022-23-AustinPeay,2022-23,Austin Peay,ASUN,,,325,325,192,192,22-Jun,15-Mar,7-Mar,13-Jan,163,63,0-3,0-2,8-Jan,9-May
2022-23-Colgate,2022-23,Colgate,Patriot,60,AQ,101,101,324,243,25-8,20-1,7-May,4-Nov,345,238,0-1,Jan-00,5-Feb,22-2
2022-23-Mercer,2022-23,Mercer,SoCon,,,227,227,251,210,19-Dec,13-Jul,6-May,10-Apr,300,332,0-0,3-Jan,0-12,4-Nov
2022-23-Wagner,2022-23,Wagner,NEC,,,311,311,362,296,13-13,9-Aug,4-May,9-Jul,361,286,0-0,2-Jan,0-1,10-Dec
2022-23-Howard,2022-23,Howard,MEAC,64,AQ,214,214,293,228,19-12,14-3,9-May,8-Jun,296,171,0-3,0-0,6-Apr,15-3
2022-23-Wyoming,2022-23,Wyoming,Mountain West,,,172,172,36,104,22-Aug,15-Apr,7-Apr,8-Jan,64,176,7-Jan,8-Jan,6-Feb,1-Apr
2022-23-SaintLouis,2022-23,Saint Louis,Atlantic 10,,,99,99,100,144,20-12,13-7,5-Jul,7-Apr,109,53,5-Jan,4-Feb,2-Sep,1-Aug
2022-23-UNI,2022-23,UNI,MVC,,,216,216,148,175,13-18,12-Oct,6-Mar,7-Apr,173,304,0-2,0-6,8-Mar,2-Oct
2022-23-Florida,2022-23,Florida,SEC,,,62,63,22,97,16-16,10-Sep,6-Jul,7-Apr,22,43,13-Feb,2-Jan,1-Sep,Apr-00
2022-23-PennSt.,2022-23,Penn St.,Big Ten,38,AL,48,49,18,95,22-13,13-11,2-Sep,7-Apr,21,278,7-Jul,5-May,1-Apr,Jun-00
2022-23-MichiganSt.,2022-23,Michigan St.,Big Ten,26,AL,33,33,3,74,19-12,9-Nov,3-Aug,7-May,7,37,9-May,2-Aug,1-Feb,Apr-00
2022-23-NewHampshire,2022-23,New Hampshire,America East,,,268,268,298,229,13-15,8-Oct,7-Mar,11-Apr,319,318,0-0,0-5,4-Mar,6-Oct
2022-23-Pepperdine,2022-23,Pepperdine,WCC,,,201,201,78,127,22-Jul,15-Feb,7-May,0-12,86,101,0-4,0-9,7-Feb,2-May
2022-23-WesternMich.,2022-23,Western Mich.,MAC,,,323,323,217,200,23-May,14-Apr,9-Jan,15-Jan,160,148,0-2,0-6,4-Jan,11-Apr
2022-23-TCU,2022-23,TCU,Big 12,24,AL,28,28,40,106,21-12,10-Oct,2-Nov,7-Mar,11,292,11-Aug,May-00,0-0,1-Aug
2022-23-UIC,2022-23,UIC,MVC,,,285,285,218,201,20-Nov,17-Apr,3-Jul,11-Mar,212,346,0-3,0-6,0-7,4-Nov
2023-24-Bryant,2023-24,Bryant,America East,,,164,164,214,202,18-13,6-Dec,7-Jun,10-Aug,187,96,2-Jan,0-3,6-Apr,13-2
2023-24-Nevada,2023-24,Nevada,Mountain West,37,AL,34,34,94,133,25-7,13-6,1-Dec,3-Aug,88,247,6-Jun,Feb-00,1-Aug,Sep-00
2023-24-SaintMary's(CA),2023-24,Saint Mary's (CA),WCC,20,AQ,16,16,106,147,25-7,17-1,6-Aug,Sep-00,102,80,3-May,2-Mar,2-May,Dec-00
2023-24-EasternMich.,2023-24,Eastern Mich.,MAC,,,323,323,290,229,18-Nov,12-Jun,6-May,11-Apr,310,278,0-2,1-Jan,0-6,9-Oct
2023-24-Providence,2023-24,Providence,Big East,,,58,57,59,111,21-13,11-Dec,2-Sep,7-Apr,36,230,9-Jun,4-Mar,Jan-00,Nov-00
2023-24-NorthernKy.,2023-24,Northern Ky.,Horizon,,,183,183,214,202,16-15,13-9,6-Mar,11-Jun,215,67,0-3,0-2,8-May,2-Nov
2023-24-UCIrvine,2023-24,UC Irvine,Big West,,,77,77,181,191,23-9,17-4,5-Jun,8-Aug,174,39,0-3,2-Jan,3-Jul,15-1
2023-24-UCSanDiego,2023-24,UC San Diego,Big West,,,120,120,231,207,19-11,15-5,6-Apr,8-Jul,265,231,0-2,0-3,3-Jun,13-3
2023-24-Queens(NC),2023-24,Queens (NC),ASUN,,,268,268,222,204,19-Dec,10-Aug,9-Apr,16-Feb,208,84,0-3,0-3,5-Mar,8-Sep
2023-24-GeorgiaTech,2023-24,Georgia Tech,ACC,,,127,127,23,96,14-18,14-Jul,4-Jul,9-Apr,46,90,6-Apr,7-Apr,5-Mar,Mar-00
2023-24-CSUBakersfield,2023-24,CSU Bakersfield,Big West,,,259,259,204,199,19-Nov,13-Aug,6-Mar,13-Feb,229,174,0-1,0-4,9-Feb,5-Sep
